EXTERNALIDENTIFIER,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
563425012,3,3,6,6,3,6,1.5,9.01,PICK_MODULE,73.7,5.454545455,97,49,11,24,MATRIX,Y
565167420,7.25,4.5,4.75,7.25,4.5,3,2.51,7.52,PICK_MODULE,93.24,5.454545455,34,17,4,8,MATRIX,Y
4045883,2,3.19,1.8,3.19,1.8,24,0.1,2.39,PICK_MODULE,118.89,5.436363636,457,232,54,114,MATRIX,Y
575285907,10.25,4.75,8.75,10.25,4.75,12,1.4,16.86,PICK_MODULE,76.53,5.436363636,12,6,1,3,MATRIX,Y
565692284,8.5,2.5,10,10,2.5,4,0.9,3.61,PICK_MODULE,100.05,5.436363636,25,13,3,6,MATRIX,Y
567398604,10.75,8.25,10.25,10.75,8.25,1,3.76,3.76,PICK_MODULE,41.83,5.436363636,6,3,1,1,MATRIX,Y
568306986,12.75,2.5,9.5,12.75,2.5,8,1.6,12.83,OFFLINE_PICK,111.92,5.418181818,17,9,2,4,MATRIX,Y
4007075,3.5,1.75,4.25,4.25,1.75,36,0.1,3.58,PICK_MODULE,52.24,5.418181818,202,102,24,50,MATRIX,Y
550380534,5,7.25,3,7.25,3,12,1.1,13.25,PICK_MODULE,27.24,5.418181818,48,24,6,12,MATRIX,Y
564544230,4,2,7,7,2,6,0.55,3.31,PICK_MODULE,79.54,5.418181818,94,48,11,23,MATRIX,Y
575873046,6.5,13,2,13,2,4,0.4,1.6,PICK_MODULE,77.72,5.418181818,31,16,4,8,MATRIX,Y
575285915,13,5.25,15,15,5.25,2,1,2,PICK_MODULE,103.64,5.418181818,5,3,1,1,MATRIX,Y
565342481,7.25,1.25,10.25,10.25,1.25,8,1.4,11.24,PICK_MODULE,20.78,5.418181818,57,29,7,14,MATRIX,Y
9223956,8.75,2.75,6.25,8.75,2.75,8,0.8,6.41,PICK_MODULE,79.63,5.4,35,18,4,9,MATRIX,Y
551249939,3.5,8,3.5,8,3.5,6,3.16,18.96,PICK_MODULE,25.36,5.4,54,27,6,13,MATRIX,Y
570780091,4.25,2.75,7.75,7.75,2.75,3,1,3.01,PICK_MODULE,90.72,5.4,58,29,7,14,MATRIX,Y
573660902,2,4.5,7.75,7.75,2,8,1.3,10.42,PICK_MODULE,73.8,5.4,75,38,9,19,MATRIX,Y
1108046,11.5,1.41,15,15,1.41,4,0.6,2.41,PICK_MODULE,162.59,5.4,22,11,3,5,MATRIX,Y
550474221,8,11,3.5,11,3.5,6,2.66,15.96,PICK_MODULE,25.41,5.381818182,17,9,2,4,MATRIX,Y
574657635,8,13,3,13,3,10,1.25,12.52,PICK_MODULE,104.87,5.381818182,17,9,2,4,MATRIX,Y
569739690,4,4,7,7,4,4,0.9,3.61,PICK_MODULE,58.67,5.381818182,47,24,6,12,MATRIX,Y
572490892,3,4.5,1.25,4.5,1.25,12,0.25,3,PICK_MODULE,154.54,5.363636364,311,158,37,78,MATRIX,Y
566811840,6,4,5.75,6,4,4,0.7,2.81,PICK_MODULE,53.06,5.363636364,38,19,4,9,MATRIX,Y
554381987,4,10,8,10,4,2,6.97,13.95,PICK_MODULE,34.82,5.345454545,16,8,2,4,MATRIX,Y
563758108,5.25,6.5,5.25,6.5,5.25,4,2.21,8.82,PICK_MODULE,23.55,5.345454545,29,15,3,7,MATRIX,Y
553459651,5.25,7.25,1.5,7.25,1.5,14,0.75,10.53,PICK_MODULE,72.7,5.345454545,92,47,11,23,MATRIX,Y
575256285,18.5,1.44,11.5,18.5,1.44,8,1.5,12.04,PICK_MODULE,66.78,5.345454545,17,9,2,4,MATRIX,Y
565141804,7.2,1.5,5.3,7.2,1.5,12,1.05,12.64,PICK_MODULE,50,5.345454545,92,46,11,23,MATRIX,Y
575726767,7,2,7,7,2,8,0.2,1.59,PICK_MODULE,136.1,5.345454545,54,27,6,13,MATRIX,Y
576180863,7.9,7.9,6,7.9,6,4,1.55,6.21,PICK_MODULE,25.38,5.345454545,14,7,2,3,MATRIX,Y
552964891,3.5,2.75,6.75,6.75,2.75,6,1.6,9.62,PICK_MODULE,18.47,5.327272727,81,41,10,20,MATRIX,Y
550009425,11.5,7.5,7.5,11.5,7.5,1,2.51,2.51,PICK_MODULE,55.35,5.327272727,8,4,1,2,MATRIX,Y
1394230,4,8.4,4,8.4,4,6,1.55,9.33,PICK_MODULE,39.1,5.327272727,39,20,5,10,MATRIX,Y
568034111,3,4.5,1,4.5,1,12,0.1,1.19,PICK_MODULE,105.07,5.327272727,389,197,46,97,MATRIX,Y
573560698,4.9,2,6.8,6.8,2,1,0.65,0.65,PICK_MODULE,58.03,5.327272727,79,40,9,20,MATRIX,Y
574960319,19,0.67,12,19,0.67,12,0.9,10.84,PICK_MODULE,49.24,5.327272727,34,17,4,9,MATRIX,Y
575562204,23,12,5,23,5,4,2.15,8.62,OFFLINE_PICK,64.69,5.327272727,4,2,0,1,MATRIX,Y
554204964,6.5,5.25,8.25,8.25,5.25,1,7.08,7.08,PICK_MODULE,93.39,5.309090909,19,9,2,5,MATRIX,Y
9237474,3.9,2.1,7,7,2.1,6,1.55,9.33,PICK_MODULE,49.39,5.309090909,92,46,11,23,MATRIX,Y
575256425,4.75,3.25,6.75,6.75,3.25,4,0.6,2.41,PICK_MODULE,40.73,5.309090909,50,26,6,13,MATRIX,Y
554495647,10,3,3,10,3,6,2.11,12.64,PICK_MODULE,54.89,5.309090909,58,30,7,15,MATRIX,Y
563181394,3,8,3,8,3,4,2.11,8.42,PICK_MODULE,79.57,5.309090909,73,37,9,18,MATRIX,Y
551175382,3,5.5,3,5.5,3,12,0.45,5.42,PICK_MODULE,46.76,5.309090909,106,54,12,26,MATRIX,Y
555932323,14,8.75,14,14,8.75,1,6.97,6.97,PICK_MODULE,83.06,5.290909091,3,2,0,1,MATRIX,Y
550168501,2.25,2.25,8.5,8.5,2.25,12,0.45,5.42,PICK_MODULE,85.55,5.290909091,122,62,14,30,MATRIX,Y
567392129,5.7,3.75,5.75,5.75,3.75,4,1.1,4.41,PICK_MODULE,15.24,5.290909091,43,22,5,11,MATRIX,Y
563612075,7,4,4,7,4,4,2.51,10.03,PICK_MODULE,37.66,5.290909091,47,24,6,12,MATRIX,Y
575828573,6,3.25,3,6,3,6,1.1,6.61,PICK_MODULE,55.2,5.290909091,90,45,11,22,MATRIX,Y
573920840,14,8.25,10.25,14,8.25,1,2.86,2.86,PICK_MODULE,127.7,5.290909091,4,2,1,1,MATRIX,Y
574585201,5.5,1.8,5.4,5.5,1.8,6,0.5,3.01,PICK_MODULE,28.83,5.290909091,98,50,12,25,MATRIX,Y
575402705,6,6.5,1.75,6.5,1.75,6,0.65,3.9,PICK_MODULE,86.58,5.290909091,77,39,9,19,MATRIX,Y
553513104,3.5,8,7.5,8,3.5,12,1.86,22.27,PICK_MODULE,33.35,5.290909091,25,13,3,6,MATRIX,Y
552229737,6.25,11,9.25,11,6.25,2,11.79,23.58,PICK_MODULE,33.14,5.272727273,8,4,1,2,MATRIX,Y
564312630,8.55,1,7,8.55,1,3,1.71,5.12,PICK_MODULE,69.07,5.272727273,88,44,10,22,MATRIX,Y
565453324,3,5,3,5,3,12,0.85,10.23,PICK_MODULE,99.03,5.254545455,117,59,14,29,MATRIX,Y
565328705,6.25,4.5,5,6.25,4.5,6,0.9,5.42,PICK_MODULE,52.31,5.254545455,37,19,4,9,MATRIX,Y
552238947,21,4,15,21,4,1,6.52,6.52,PICK_MODULE,46.1,5.254545455,4,2,0,1,MATRIX,Y
573109653,6,3,2.5,6,2.5,6,0.2,1.19,PICK_MODULE,45.1,5.254545455,117,59,14,29,MATRIX,Y
570028487,8.5,3,10.9,10.9,3,2,3.41,6.82,PICK_MODULE,30.97,5.254545455,19,10,2,5,MATRIX,Y
568335715,14.5,2,11.75,14.5,2,4,1.65,6.61,PICK_MODULE,62.48,5.254545455,15,8,2,4,MATRIX,Y
567031124,5,2,8,8,2,8,0.75,6.02,PICK_MODULE,94.67,5.254545455,66,33,8,16,MATRIX,Y
566079194,3,2.5,6.5,6.5,2.5,12,0.58,6.98,PICK_MODULE,71.38,5.254545455,108,55,13,27,MATRIX,Y
575995531,3,7,3,7,3,4,0.65,2.6,PICK_MODULE,163.27,5.254545455,83,42,10,21,MATRIX,Y
565289745,7,0.5,3,7,0.5,24,0.35,8.39,PICK_MODULE,123.11,5.254545455,500,253,59,125,MATRIX,Y
575342747,16,12,5,16,5,4,8.28,33.12,PICK_MODULE,64.88,5.254545455,5,3,1,1,MATRIX,Y
571312512,3.25,5.5,5.5,5.5,3.25,6,0.15,0.9,PICK_MODULE,21.53,5.254545455,53,27,6,13,MATRIX,Y
567264799,6.5,8.75,2,8.75,2,4,2.46,9.83,PICK_MODULE,97.64,5.236363636,46,23,5,12,MATRIX,Y
554082841,9.5,3,3,9.5,3,6,1.5,9.03,PICK_MODULE,31.53,5.236363636,61,31,7,15,MATRIX,Y
575256408,1.1,3.75,1.75,3.75,1.1,12,0.15,1.81,PICK_MODULE,9,5.236363636,727,368,86,182,MATRIX,Y
552373429,4.25,3.75,4.25,4.25,3.75,8,1.5,12.03,PICK_MODULE,30.08,5.236363636,78,39,9,19,MATRIX,Y
573954336,5,9,4,9,4,2,1.86,3.71,PICK_MODULE,43.39,5.236363636,29,15,3,7,MATRIX,Y
553059016,6.25,2,2.25,6.25,2,6,0.4,2.41,PICK_MODULE,68.99,5.236363636,187,95,22,47,MATRIX,Y
558275892,4.5,2.5,8.5,8.5,2.5,9,0.7,6.31,PICK_MODULE,83.33,5.218181818,55,28,6,14,MATRIX,Y
567272199,4.25,1.25,5,5,1.25,6,0.1,0.6,PICK_MODULE,47.06,5.218181818,198,100,23,49,MATRIX,Y
575402827,6,6.25,1.75,6.25,1.75,6,0.6,3.61,PICK_MODULE,43.47,5.218181818,80,41,9,20,MATRIX,Y
576024928,6,10.25,6,10.25,6,1,1.05,1.05,PICK_MODULE,32.58,5.218181818,14,7,2,4,MATRIX,Y
573095599,11,11,12,12,11,1,5.47,5.47,PICK_MODULE,42.81,5.218181818,4,2,0,1,MATRIX,Y
565900086,10,9,7,10,7,1,14.5,14.5,OFFLINE_PICK,72.6,5.2,8,4,1,2,MATRIX,Y
551972047,7.25,8.25,12.25,12.25,7.25,2,2.51,5.02,OFFLINE_PICK,20.28,5.2,7,4,1,2,MATRIX,Y
564257072,4.25,4.25,5.5,5.5,4.25,6,2.41,14.45,PICK_MODULE,51.25,5.2,53,27,6,13,MATRIX,Y
553461990,2.75,10.25,2.75,10.25,2.75,6,1.5,9.01,PICK_MODULE,83.86,5.2,68,34,8,17,MATRIX,Y
575917194,5.25,3,3.25,5.25,3,12,0.55,6.61,PICK_MODULE,53.64,5.2,103,52,12,26,MATRIX,Y
550282195,5.75,9.25,3,9.25,3,8,1.6,12.84,PICK_MODULE,41.7,5.2,33,17,4,8,MATRIX,Y
571233584,5.25,5,1.25,5.25,1.25,24,0.05,1.17,PICK_MODULE,90.49,5.2,160,81,19,40,MATRIX,Y
9206749,9.75,1,5.25,9.75,1,12,1.5,18.05,PICK_MODULE,81.57,5.2,103,52,12,26,MATRIX,Y
551206253,5,7.5,2.5,7.5,2.5,12,1.05,12.64,PICK_MODULE,29.55,5.2,56,28,7,14,MATRIX,Y
553577948,5.25,2.5,9,9,2.5,8,1.05,8.42,PICK_MODULE,28.21,5.2,44,23,5,11,MATRIX,Y
570654944,13.5,4.5,9,13.5,4.5,8,0.95,7.61,OFFLINE_PICK,87.05,5.181818182,10,5,1,2,MATRIX,Y
570832192,12.5,8,9.25,12.5,8,1,17.1,17.1,OFFLINE_PICK,63.88,5.181818182,6,3,1,1,MATRIX,Y
573973544,2.75,2.75,5,5,2.75,12,0.75,9.03,PICK_MODULE,49.24,5.181818182,139,70,16,35,MATRIX,Y
568029182,12,12.5,9.5,12.5,9.5,1,3.71,3.71,PICK_MODULE,188.25,5.181818182,4,2,0,1,MATRIX,Y
575759418,2.9,6.9,3,6.9,2.9,8,2.31,18.46,PICK_MODULE,19.41,5.181818182,87,44,10,22,MATRIX,Y
556701655,3,3,4,4,3,8,0.65,5.2,PICK_MODULE,129.82,5.181818182,146,74,17,36,MATRIX,Y
550546252,3,14,3,14,3,12,0.46,5.52,OFFLINE_PICK,31.24,5.163636364,42,21,5,10,MATRIX,Y
555826042,10.5,8,8,10.5,8,1,10.98,10.98,OFFLINE_PICK,101.66,5.163636364,8,4,1,2,MATRIX,Y
1396386,18.5,5,13,18.5,5,4,10.98,43.91,OFFLINE_PICK,92.47,5.163636364,4,2,1,1,MATRIX,Y
576128527,6,15.75,5,15.75,5,6,1,6.01,PICK_MODULE,37.07,5.163636364,11,6,1,3,MATRIX,Y
568294617,8,2,6.25,8,2,6,1.15,6.92,PICK_MODULE,37.75,5.163636364,53,27,6,13,MATRIX,Y
557481789,3,4.5,3,4.5,3,12,1.45,17.44,PICK_MODULE,42.87,5.163636364,130,66,15,32,MATRIX,Y
566033122,3.25,2,13,13,2,4,0.4,1.6,PICK_MODULE,33,5.163636364,62,31,7,16,MATRIX,Y
552431969,4,5.25,4,5.25,4,12,1,12.03,PICK_MODULE,57.2,5.163636364,63,32,7,16,MATRIX,Y
572858662,19.75,1.08,16.5,19.75,1.08,12,1.3,15.63,OFFLINE_PICK,99.33,5.145454545,15,8,2,4,MATRIX,Y
566254188,13.25,9.25,11.25,13.25,9.25,4,4.82,19.27,PICK_MODULE,123.08,5.145454545,4,2,0,1,MATRIX,Y
555535457,9,5,4.75,9,4.75,2,4.67,9.34,PICK_MODULE,74.1,5.145454545,25,12,3,6,MATRIX,Y
574033562,3,3,11,11,3,8,1.75,14.04,PICK_MODULE,114.14,5.145454545,53,27,6,13,MATRIX,Y
550068941,9.25,8.25,18.25,18.25,8.25,1,9.33,9.33,PICK_MODULE,49.49,5.145454545,4,2,0,1,MATRIX,Y
567661733,2.25,1.75,8,8,1.75,6,0.65,3.9,PICK_MODULE,48.56,5.145454545,167,84,20,42,MATRIX,Y
565354861,5,1.25,6.5,6.5,1.25,12,0.35,4.19,PICK_MODULE,166.88,5.145454545,129,65,15,32,MATRIX,Y
566993435,2,2,4.5,4.5,2,24,0.2,4.78,PICK_MODULE,102.32,5.145454545,292,148,34,73,MATRIX,Y
556629732,5,7,5,7,5,3,3.21,9.63,PICK_MODULE,61.75,5.127272727,30,15,4,7,MATRIX,Y
554050595,2,1,9.75,9.75,1,24,0.2,4.78,PICK_MODULE,41.88,5.127272727,269,136,32,67,MATRIX,Y
554250098,4.5,1.5,2.75,4.5,1.5,12,0.3,3.61,PICK_MODULE,31.52,5.127272727,283,143,33,71,MATRIX,Y
571724492,13,2.75,8,13,2.75,4,0.65,2.61,PICK_MODULE,42.35,5.127272727,18,9,2,5,MATRIX,Y
573563949,15,13,4.25,15,4.25,2,1.5,3.01,PICK_MODULE,52.21,5.127272727,6,3,1,2,MATRIX,Y
550068940,20.25,8,9,20.25,8,1,8.03,8.03,PICK_MODULE,104.15,5.127272727,4,2,0,1,MATRIX,Y
564015170,2.25,2.25,3.5,3.5,2.25,24,0.45,10.84,PICK_MODULE,22,5.127272727,296,150,35,74,MATRIX,Y
576962554,11.5,2.75,11.5,11.5,2.75,2,0.8,1.6,PICK_MODULE,49.38,5.127272727,14,7,2,4,MATRIX,Y
572565223,3.2,5,3.2,5,3.2,6,1.56,9.33,PICK_MODULE,80.59,5.127272727,103,52,12,26,MATRIX,Y
570780333,8,1,10.25,10.25,1,6,0.6,3.61,PICK_MODULE,72.66,5.127272727,64,32,8,16,MATRIX,Y
565268396,4,2,9.75,9.75,2,4,1.45,5.82,PICK_MODULE,80.6,5.109090909,67,34,8,17,MATRIX,Y
562934511,5,7.5,2,7.5,2,6,1.1,6.61,PICK_MODULE,62.38,5.109090909,70,35,8,17,MATRIX,Y
557957778,3.3,5,1,5,1,24,0.04,0.96,PICK_MODULE,87.05,5.109090909,318,161,37,79,MATRIX,Y
555365972,9.75,3.25,4.25,9.75,3.25,4,1.96,7.82,PICK_MODULE,109.44,5.109090909,39,20,5,10,MATRIX,Y
572522160,12,2,12,12,2,5,0.75,3.76,PICK_MODULE,22.1,5.109090909,18,9,2,5,MATRIX,Y
575810003,7.75,3.25,3.25,7.75,3.25,9,0.75,6.77,PICK_MODULE,88.38,5.109090909,64,32,8,16,MATRIX,Y
556700788,6,9,4,9,4,2,0.82,1.64,PICK_MODULE,345.65,5.109090909,24,12,3,6,MATRIX,Y
554891577,6,7.2,2.5,7.2,2.5,6,0.25,1.5,PICK_MODULE,39.8,5.090909091,49,25,6,12,MATRIX,Y
564312629,7.5,3.25,3,7.5,3,3,1.6,4.81,PICK_MODULE,85.8,5.090909091,72,36,8,18,MATRIX,Y
575782940,5.15,1.15,2.75,5.15,1.15,6,0.45,2.71,PICK_MODULE,113.89,5.090909091,322,163,38,80,MATRIX,Y
575402746,6,1.75,6.25,6.25,1.75,6,1.81,10.83,PICK_MODULE,100.69,5.090909091,80,41,9,20,MATRIX,Y
575240076,12.25,8.5,11.5,12.25,8.5,2,4.92,9.83,PALLET_FLOW_MODULE,72.88,5.090909091,4,2,1,1,MATRIX,Y
551724237,5,8,3,8,3,7,1.1,7.71,PICK_MODULE,19.33,5.090909091,44,22,5,11,MATRIX,Y
5970641,5.75,1.5,3,5.75,1.5,72,0.05,3.61,PICK_MODULE,48.06,5.090909091,203,103,24,51,MATRIX,Y
563996678,2.5,10.75,3,10.75,2.5,4,1.9,7.62,PICK_MODULE,101.94,5.072727273,65,33,8,16,MATRIX,Y
570885599,15,9.5,10.25,15,9.5,4,1.55,6.22,OFFLINE_PICK,96.87,5.072727273,4,2,0,1,MATRIX,Y
563407184,3,3,3.5,3.5,3,24,0.5,12.04,PICK_MODULE,90.9,5.072727273,167,84,20,42,MATRIX,Y
568403427,8,2,7,8,2,5,0.9,4.51,PICK_MODULE,71.12,5.072727273,47,24,6,12,MATRIX,Y
575986411,6.25,5.75,4,6.25,4,8,0.65,5.2,PICK_MODULE,103.09,5.072727273,37,19,4,9,MATRIX,Y
574154354,13,15,5.75,15,5.75,2,3.51,7.02,PICK_MODULE,154.59,5.072727273,5,2,1,1,MATRIX,Y
564234485,7.1,1.9,5,7.1,1.9,8,0.6,4.81,PICK_MODULE,38.45,5.072727273,78,39,9,19,MATRIX,Y
569047529,3.25,2.75,7,7,2.75,50,0.5,25.09,PICK_MODULE,37.21,5.072727273,84,43,10,21,MATRIX,Y
555826023,10.75,8,8,10.75,8,1,10.03,10.03,PICK_MODULE,75.07,5.072727273,8,4,1,2,MATRIX,Y
569702479,20,0.67,16,20,0.67,9,0.9,8.12,PICK_MODULE,56.05,5.072727273,24,12,3,6,MATRIX,Y
557652035,9,7,1.5,9,1.5,20,0.7,14.03,PICK_MODULE,52.69,5.072727273,56,28,7,14,MATRIX,Y
573360398,3,5.25,3,5.25,3,8,1.5,12.04,PICK_MODULE,25.05,5.072727273,111,56,13,28,MATRIX,Y
551939513,11,12,2,12,2,4,0.65,2.6,PICK_MODULE,158.66,5.072727273,20,10,2,5,MATRIX,Y
551994003,5.75,1,10.85,10.85,1,6,0.35,2.11,PICK_MODULE,59.39,5.054545455,84,43,10,21,MATRIX,Y
553140437,2.75,0.5,5.5,5.5,0.5,72,0.05,3.61,PICK_MODULE,26.09,5.054545455,694,352,82,173,MATRIX,Y
553893999,14,5.5,12,14,5.5,2,2.26,4.51,PICK_MODULE,53.34,5.054545455,6,3,1,1,MATRIX,Y
575757480,6.25,6.5,2,6.5,2,6,0.55,3.31,PICK_MODULE,32.88,5.054545455,65,33,8,16,MATRIX,Y
577496305,6,2,6.5,6.5,2,4,1.5,6.02,PICK_MODULE,47.36,5.036363636,67,34,8,17,MATRIX,Y
563304912,10,4.2,11.2,11.2,4.2,1,1.71,1.71,PICK_MODULE,17.53,5.036363636,11,6,1,3,MATRIX,Y
573917055,9,3.75,6.75,9,3.75,3,1.2,3.61,PICK_MODULE,155.72,5.036363636,23,12,3,6,MATRIX,Y
554643018,4.25,1,4,4.25,1,36,0.15,5.42,PICK_MODULE,41.48,5.036363636,309,156,36,77,MATRIX,Y
554470702,5,9,2.5,9,2.5,9,1.25,11.27,PICK_MODULE,45.07,5.036363636,47,24,5,12,MATRIX,Y
567354364,4.5,10,2.5,10,2.5,10,0.78,7.81,PICK_MODULE,81.62,5.036363636,47,24,5,12,MATRIX,Y
573894906,9,2,7,9,2,24,0.7,16.83,PICK_MODULE,125.3,5.036363636,42,21,5,10,MATRIX,Y
571992608,2.5,7.9,2.5,7.9,2.5,12,1.2,14.44,PICK_MODULE,34.67,5.018181818,106,54,13,27,MATRIX,Y
565355739,15,23,1,23,1,4,1.15,4.61,PICK_MODULE,126.79,5.018181818,15,8,2,4,MATRIX,Y
575621912,2,1,7,7,1,48,0.02,0.96,PICK_MODULE,82.71,5.018181818,375,190,44,94,MATRIX,Y
575537362,7.5,4,9,9,4,3,0.5,1.5,PICK_MODULE,39.11,5.018181818,19,10,2,5,MATRIX,Y
567992696,5.75,4.75,10,10,4.75,2,4.62,9.23,PICK_MODULE,22.18,5.018181818,19,10,2,5,MATRIX,Y
568486480,9.75,9.75,10,10,9.75,1,4.52,4.52,PICK_MODULE,29.24,5.018181818,6,3,1,1,MATRIX,Y
569102602,3,4,1,4,1,72,0.05,3.5,PICK_MODULE,33.68,5.018181818,438,222,51,109,MATRIX,Y
576051034,12,14.75,5,14.75,5,6,4.11,24.68,PICK_MODULE,78.39,5.018181818,6,3,1,1,MATRIX,Y
562915101,5,2.75,3.25,5,2.75,4,0.2,0.81,PICK_MODULE,22.67,5.018181818,117,60,14,29,MATRIX,Y
565723471,6.5,9.5,6.5,9.5,6.5,12,0.5,6,PICK_MODULE,70.65,5,13,7,2,3,MATRIX,Y
556736589,4.5,2,13,13,2,3,0.4,1.2,PICK_MODULE,87.21,5,45,23,5,11,MATRIX,Y
565358869,6.7,2,2.3,6.7,2,8,0.9,7.22,PICK_MODULE,106.05,5,170,86,20,43,MATRIX,Y
575567755,4.55,11,3.45,11,3.45,12,0.5,6,PICK_MODULE,115.59,5,30,15,4,8,MATRIX,Y
576985353,12.1,1.27,12,12.1,1.27,12,1.5,18.06,PICK_MODULE,138.34,5,28,14,3,7,MATRIX,Y
564061778,7.5,7,8,8,7,4,2.76,11.04,PICK_MODULE,43.97,5,13,6,1,3,MATRIX,Y
574392876,4,2.25,12.25,12.25,2.25,4,0.6,2.41,PICK_MODULE,88.33,5,48,24,6,12,MATRIX,Y
575874467,20,5,10,20,5,2,3.86,7.73,PICK_MODULE,69.46,5,5,3,1,1,MATRIX,Y
565562467,8,10,9,10,8,1,14.35,14.35,OFFLINE_PICK,96.36,4.981818182,7,4,1,2,MATRIX,Y
555302936,12,2.5,9,12,2.5,6,2.01,12.04,PICK_MODULE,62.42,4.981818182,19,10,2,5,MATRIX,Y
575759460,4.25,3.25,4.25,4.25,3.25,12,0.75,9.03,PICK_MODULE,230.21,4.981818182,89,45,11,22,MATRIX,Y
554750748,6.5,4.5,4,6.5,4,3,1.45,4.36,PICK_MODULE,97.14,4.981818182,45,23,5,11,MATRIX,Y
574084501,7.25,3.25,1.5,7.25,1.5,6,0.65,3.9,PICK_MODULE,48.67,4.981818182,149,75,17,37,MATRIX,Y
9212126,4.5,1.9,6.5,6.5,1.9,12,0.85,10.22,PICK_MODULE,50.8,4.981818182,94,48,11,24,MATRIX,Y
4092667,9.5,3.25,4.75,9.5,3.25,18,1.1,19.87,PICK_MODULE,110.82,4.963636364,36,18,4,9,MATRIX,Y
550126705,7.5,4.75,5,7.5,4.75,18,1.35,24.37,PICK_MODULE,89.67,4.963636364,29,15,3,7,MATRIX,Y
556630766,8,2,4,8,2,4,2.41,9.63,PICK_MODULE,63.67,4.963636364,82,42,10,20,MATRIX,Y
568170184,6,2,5.5,6,2,5,0.4,2,PICK_MODULE,39.19,4.963636364,80,40,9,20,MATRIX,Y
555930440,5.5,9.5,5.5,9.5,5.5,4,3.26,13.04,PICK_MODULE,144.36,4.963636364,18,9,2,5,MATRIX,Y
576994508,12.25,6.24,10,12.25,6.24,1,2.26,2.26,PICK_MODULE,94.67,4.963636364,7,3,1,2,MATRIX,Y
570387256,3.25,6.75,3,6.75,3,12,0.9,10.83,PICK_MODULE,64,4.963636364,80,40,9,20,MATRIX,Y
566079197,3.25,3.25,6.5,6.5,3.25,12,0.9,10.83,PICK_MODULE,96.34,4.963636364,76,39,9,19,MATRIX,Y
576449020,5.25,0.75,8,8,0.75,12,0.1,1.19,PICK_MODULE,14.67,4.963636364,167,84,20,42,MATRIX,Y
572752796,8,1.16,4,8,1.16,12,0.7,8.42,PICK_MODULE,87.31,4.963636364,141,72,17,35,MATRIX,Y
564608310,5.5,1,9.75,9.75,1,12,1.3,15.63,PICK_MODULE,98.79,4.963636364,98,50,12,24,MATRIX,Y
558275822,8.75,3.75,5.5,8.75,3.75,6,1.86,11.14,PICK_MODULE,94.2,4.945454545,29,15,3,7,MATRIX,Y
565282583,5,3,7.75,7.75,3,4,3.76,15.05,PICK_MODULE,26.5,4.945454545,45,23,5,11,MATRIX,Y
566792732,4,1.25,9,9,1.25,12,1.3,15.63,PICK_MODULE,52.4,4.945454545,117,59,14,29,MATRIX,Y
571736239,11.25,9,3,11.25,3,3,1.96,5.87,PICK_MODULE,24.15,4.945454545,17,9,2,4,MATRIX,Y
577148444,13,8.25,8.5,13,8.25,2,3.11,6.22,PICK_MODULE,95.02,4.945454545,6,3,1,1,MATRIX,Y
568101710,4,1,1,4,1,72,0.05,3.5,PICK_MODULE,110.61,4.945454545,1313,665,154,328,MATRIX,Y
572040150,6.5,4,5,6.5,4,6,1.65,9.93,PICK_MODULE,51.2,4.945454545,40,20,5,10,MATRIX,Y
556001373,3,9.75,9,9.75,3,3,3.31,9.93,PICK_MODULE,77.57,4.945454545,20,10,2,5,MATRIX,Y
568546460,8.15,5.15,8.25,8.25,5.15,4,3.37,13.49,PICK_MODULE,53.8,4.945454545,15,8,2,4,MATRIX,Y
551667028,6,2.25,7,7,2.25,12,0.1,1.19,PICK_MODULE,88.64,4.927272727,56,28,7,14,MATRIX,Y
551277463,9.5,6,14,14,6,1,10.23,10.23,PICK_MODULE,28.08,4.927272727,7,3,1,2,MATRIX,Y
564155098,4.25,8,2.25,8,2.25,6,1.15,6.92,PICK_MODULE,43.61,4.927272727,69,35,8,17,MATRIX,Y
555546895,12,2.75,6,12,2.75,2,0.6,1.2,PICK_MODULE,62.88,4.927272727,27,13,3,7,MATRIX,Y
565141823,10.5,6.5,10.25,10.5,6.5,4,1.45,5.81,PICK_MODULE,130.14,4.927272727,8,4,1,2,MATRIX,Y
571611493,7.5,2.25,5,7.5,2.25,6,1.3,7.82,PICK_MODULE,44.66,4.927272727,62,32,7,16,MATRIX,Y
572341101,3,9.75,3,9.75,3,4,2.06,8.22,PICK_MODULE,92.23,4.927272727,60,30,7,15,MATRIX,Y
572638303,5.5,3.5,8.5,8.5,3.5,4,0.78,3.12,PICK_MODULE,89.63,4.927272727,32,16,4,8,MATRIX,Y
575423355,14,10,10,14,10,1,5.62,5.62,PICK_MODULE,28.87,4.927272727,4,2,0,1,MATRIX,Y
576091117,3.5,2.6,6.2,6.2,2.6,6,0.7,4.21,PICK_MODULE,38.92,4.927272727,93,47,11,23,MATRIX,Y
576922526,5.5,5.5,2.75,5.5,2.75,6,0.65,3.9,PICK_MODULE,76.13,4.927272727,63,32,7,16,MATRIX,Y
